Experiment,Grid,lookahead,Path cost,Number of expanded nodes,Number of searches,Memory consumption (MB),Execution time (s)
1,84,10,167.59292911256338,299,30,5.00390625,0.07240796089172363
1,85,10,206.1198410471449,261,27,5.00390625,0.07288885116577148
1,86,10,113.4386001800125,283,29,5.00390625,0.08842635154724121
1,87,10,228.40411229460696,272,28,5.00390625,0.07828140258789062
1,88,10,305.9015869776657,745,75,5.00390625,0.12842130661010742
1,89,10,423.4528855298873,582,59,5.00390625,0.11236310005187988
1,90,10,226.8772003600256,720,72,5.00390625,0.12842488288879395
1,91,10,275.4041122946071,795,80,5.00390625,0.13677978515625
1,92,10,351.8427124746202,908,91,5.00390625,0.14407634735107422
1,93,10,333.9432175380085,566,57,5.00390625,0.12843894958496094
1,94,10,86.71067811865468,177,18,5.00390625,0.06398439407348633
1,95,10,115.36753236814704,232,24,5.00390625,0.07217764854431152
1,96,10,302.6589462905464,886,89,5.00390625,0.17568278312683105
1,97,10,20.313708498984763,37,4,5.00390625,0.07243633270263672
1,98,10,87.63961030678922,279,28,5.00390625,0.08828139305114746
1,99,10,83.46803743153541,129,13,5.00390625,0.0561830997467041
1,100,10,15.899494936611667,26,3,5.00390625,0.04008340835571289
2,1,20,246.84776310850293,1049,53,5.0078125,0.19994306564331055
2,2,20,193.17871555019042,730,37,5.00390625,0.13698363304138184
2,3,20,159.10764773832474,479,24,5.00390625,0.10513877868652344
2,4,20,172.17871555019028,353,18,5.00390625,0.11289858818054199
2,5,20,277.6173157302036,638,32,5.00390625,0.13771581649780273
2,6,20,188.59292911256352,809,41,5.00390625,0.1453566551208496
2,7,20,127.6518036156089,296,15,5.00390625,0.08786678314208984
2,8,20,88.05382386916231,328,17,5.00390625,0.10493731498718262
2,9,20,224.22034611053311,1136,57,5.00390625,0.21755170822143555
2,10,20,96.95331880577395,244,13,5.00390625,0.08063459396362305
2,11,20,134.48023074035513,529,27,5.00390625,0.12862181663513184
